epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655834867,2020-10-02T12.23.54.867,4.081,-0.838,-0.030,1.966
1601655834876,2020-10-02T12.23.54.876,4.090,-3.460,-2.591,1.585
1601655834886,2020-10-02T12.23.54.886,4.100,-5.168,-4.771,0.351
1601655834896,2020-10-02T12.23.54.896,4.110,-1.128,0.534,0.015
1601655834907,2020-10-02T12.23.54.907,4.121,-0.976,-1.174,0.168
1601655834917,2020-10-02T12.23.54.917,4.131,-1.768,-1.555,-0.259
1601655834926,2020-10-02T12.23.54.926,4.140,0.061,1.357,0.107
1601655834936,2020-10-02T12.23.54.936,4.150,0.655,1.890,0.640
1601655834946,2020-10-02T12.23.54.946,4.160,1.250,3.704,0.869
1601655834956,2020-10-02T12.23.54.956,4.170,1.555,4.604,1.021
1601655834967,2020-10-02T12.23.54.967,4.181,0.564,4.573,0.823
1601655834975,2020-10-02T12.23.54.975,4.189,1.159,4.299,0.396
1601655834986,2020-10-02T12.23.54.986,4.200,1.113,2.088,-0.396
1601655834996,2020-10-02T12.23.54.996,4.210,0.320,-0.838,-1.159
1601655835006,2020-10-02T12.23.55.006,4.220,0.930,-1.357,-1.067
1601655835015,2020-10-02T12.23.55.015,4.229,1.159,-1.113,-0.137
1601655835025,2020-10-02T12.23.55.025,4.239,1.555,-0.152,0.534
1601655835035,2020-10-02T12.23.55.035,4.249,1.250,-0.198,0.488
1601655835046,2020-10-02T12.23.55.046,4.260,1.128,-0.838,0.046
1601655835056,2020-10-02T12.23.55.056,4.270,1.006,-0.701,0.030
1601655835065,2020-10-02T12.23.55.065,4.279,1.174,0.991,0.976
1601655835075,2020-10-02T12.23.55.075,4.289,1.326,2.241,1.814
1601655835085,2020-10-02T12.23.55.085,4.299,0.716,2.165,2.287
1601655835096,2020-10-02T12.23.55.096,4.310,0.122,2.470,2.454
1601655835104,2020-10-02T12.23.55.104,4.318,-0.046,1.082,1.829
1601655835115,2020-10-02T12.23.55.115,4.329,-1.402,-0.366,1.723
1601655835125,2020-10-02T12.23.55.125,4.339,-0.808,1.143,2.043
1601655835135,2020-10-02T12.23.55.135,4.349,0.244,1.616,2.241
1601655835145,2020-10-02T12.23.55.145,4.359,0.229,0.686,1.936
1601655835154,2020-10-02T12.23.55.154,4.368,0.091,0.884,1.479
1601655835164,2020-10-02T12.23.55.164,4.378,0.152,0.625,0.671
1601655835175,2020-10-02T12.23.55.175,4.389,-0.640,-0.823,0.000
1601655835185,2020-10-02T12.23.55.185,4.399,-0.625,0.579,0.442
1601655835194,2020-10-02T12.23.55.194,4.408,0.259,1.921,1.159
1601655835204,2020-10-02T12.23.55.204,4.418,0.716,0.716,1.357
1601655835214,2020-10-02T12.23.55.214,4.428,0.945,0.549,0.884
1601655835224,2020-10-02T12.23.55.224,4.438,0.716,0.655,0.488
1601655835235,2020-10-02T12.23.55.235,4.449,0.122,0.274,0.122
1601655835243,2020-10-02T12.23.55.243,4.457,0.152,-0.701,-0.777
1601655835254,2020-10-02T12.23.55.254,4.468,-0.503,-1.418,-1.220
1601655835264,2020-10-02T12.23.55.264,4.478,-0.777,-0.823,-0.915
1601655835274,2020-10-02T12.23.55.274,4.488,-0.640,-0.015,-0.229
1601655835283,2020-10-02T12.23.55.283,4.497,0.122,1.220,0.274
1601655835293,2020-10-02T12.23.55.293,4.507,0.488,1.326,0.274
1601655835304,2020-10-02T12.23.55.304,4.518,0.473,0.884,-0.015
1601655835314,2020-10-02T12.23.55.314,4.528,-0.030,0.213,-0.122
1601655835324,2020-10-02T12.23.55.324,4.538,-0.747,0.351,0.168
1601655835333,2020-10-02T12.23.55.333,4.547,-1.021,0.610,0.351
1601655835343,2020-10-02T12.23.55.343,4.557,-1.540,0.076,0.335
1601655835353,2020-10-02T12.23.55.353,4.567,-1.616,-0.335,0.107
1601655835364,2020-10-02T12.23.55.364,4.578,-1.646,-1.387,-0.244
1601655835372,2020-10-02T12.23.55.372,4.586,-1.784,-1.235,-0.198
1601655835383,2020-10-02T12.23.55.383,4.597,-1.875,0.213,0.168
1601655835393,2020-10-02T12.23.55.393,4.607,-0.290,0.503,0.229
1601655835403,2020-10-02T12.23.55.403,4.617,0.091,-1.159,0.030
1601655835413,2020-10-02T12.23.55.413,4.627,-0.274,-0.823,-0.061
1601655835422,2020-10-02T12.23.55.422,4.636,0.610,0.716,-0.152
1601655835432,2020-10-02T12.23.55.432,4.646,0.320,-0.869,-0.229
1601655835443,2020-10-02T12.23.55.443,4.657,-0.259,-0.808,-0.290
1601655835453,2020-10-02T12.23.55.453,4.667,0.412,1.082,0.320
1601655835462,2020-10-02T12.23.55.462,4.676,1.418,1.524,0.991
1601655835472,2020-10-02T12.23.55.472,4.686,1.174,-0.046,0.534
1601655835482,2020-10-02T12.23.55.482,4.696,-0.244,-1.799,-0.076
1601655835492,2020-10-02T12.23.55.492,4.706,-1.280,-1.311,-0.122
1601655835503,2020-10-02T12.23.55.503,4.717,-1.616,-0.198,0.213
1601655835512,2020-10-02T12.23.55.512,4.726,-1.662,0.366,0.534
1601655835522,2020-10-02T12.23.55.522,4.736,-1.524,1.463,0.762
1601655835532,2020-10-02T12.23.55.532,4.746,-1.220,2.424,1.311
1601655835542,2020-10-02T12.23.55.542,4.756,-0.183,2.149,1.006
1601655835551,2020-10-02T12.23.55.551,4.765,-1.723,0.503,0.442
1601655835561,2020-10-02T12.23.55.561,4.775,-2.683,0.320,0.091
1601655835572,2020-10-02T12.23.55.572,4.786,-1.997,0.244,0.244
1601655835582,2020-10-02T12.23.55.582,4.796,-0.610,-0.335,-0.015
1601655835592,2020-10-02T12.23.55.592,4.806,-0.838,-1.677,-0.274
1601655835601,2020-10-02T12.23.55.601,4.815,-0.655,-0.183,0.213
1601655835611,2020-10-02T12.23.55.611,4.825,-0.107,1.814,0.747
1601655835621,2020-10-02T12.23.55.621,4.835,-0.747,1.250,0.366
1601655835632,2020-10-02T12.23.55.632,4.846,-0.534,0.091,-0.412
1601655835640,2020-10-02T12.23.55.640,4.854,-0.534,-0.259,-0.412
1601655835651,2020-10-02T12.23.55.651,4.865,0.000,1.098,0.076
1601655835661,2020-10-02T12.23.55.661,4.875,1.006,2.256,0.442
1601655835671,2020-10-02T12.23.55.671,4.885,1.220,1.113,0.274
1601655835681,2020-10-02T12.23.55.681,4.895,0.351,0.030,0.168
1601655835690,2020-10-02T12.23.55.690,4.904,0.122,0.137,0.122
1601655835700,2020-10-02T12.23.55.700,4.914,0.335,-0.808,-0.305
1601655835711,2020-10-02T12.23.55.711,4.925,-1.052,-1.829,-0.259
1601655835721,2020-10-02T12.23.55.721,4.935,-1.265,-0.610,0.473
1601655835730,2020-10-02T12.23.55.730,4.944,-0.915,0.808,1.509
1601655835740,2020-10-02T12.23.55.740,4.954,-0.655,1.509,1.982
1601655835750,2020-10-02T12.23.55.750,4.964,-0.274,1.341,1.555
1601655835761,2020-10-02T12.23.55.761,4.975,-1.189,0.198,1.280
1601655835771,2020-10-02T12.23.55.771,4.985,-1.265,0.229,0.823
1601655835780,2020-10-02T12.23.55.780,4.994,-1.448,-0.793,0.381
1601655835790,2020-10-02T12.23.55.790,5.004,-2.012,-0.716,0.183
1601655835800,2020-10-02T12.23.55.800,5.014,-2.088,-0.473,0.198
1601655835810,2020-10-02T12.23.55.810,5.024,-1.723,0.030,0.305
1601655835819,2020-10-02T12.23.55.819,5.033,-1.601,0.442,0.244
1601655835829,2020-10-02T12.23.55.829,5.043,-2.058,-0.290,0.305
1601655835840,2020-10-02T12.23.55.840,5.054,-1.692,0.762,0.793
1601655835850,2020-10-02T12.23.55.850,5.064,-0.427,2.973,1.326
1601655835860,2020-10-02T12.23.55.860,5.074,0.473,2.927,0.960
1601655835869,2020-10-02T12.23.55.869,5.083,0.000,-0.091,-0.381
1601655835879,2020-10-02T12.23.55.879,5.093,-1.357,-1.997,-1.479
1601655835889,2020-10-02T12.23.55.889,5.103,-1.601,-1.845,-1.662
1601655835900,2020-10-02T12.23.55.900,5.114,-2.210,-2.256,-1.616
1601655835908,2020-10-02T12.23.55.908,5.122,-2.576,-1.707,-1.387
1601655835919,2020-10-02T12.23.55.919,5.133,-1.433,-0.518,-1.280
1601655835929,2020-10-02T12.23.55.929,5.143,-0.534,-0.625,-1.128
1601655835939,2020-10-02T12.23.55.939,5.153,-0.427,0.030,-1.037
1601655835950,2020-10-02T12.23.55.950,5.164,-0.488,0.640,-0.457
1601655835958,2020-10-02T12.23.55.958,5.172,-0.046,1.921,0.701
1601655835969,2020-10-02T12.23.55.969,5.183,0.442,2.835,1.479
1601655835979,2020-10-02T12.23.55.979,5.193,0.351,0.655,1.265
1601655835989,2020-10-02T12.23.55.989,5.203,-0.213,-1.311,0.518
1601655835998,2020-10-02T12.23.55.998,5.212,-0.351,-2.210,-0.137
1601655836008,2020-10-02T12.23.56.008,5.222,-0.457,-2.393,-0.473
1601655836018,2020-10-02T12.23.56.018,5.232,-0.716,-2.165,-0.655
1601655836029,2020-10-02T12.23.56.029,5.243,-0.655,-2.165,-0.701
1601655836039,2020-10-02T12.23.56.039,5.253,-1.037,-1.753,-0.274
1601655836048,2020-10-02T12.23.56.048,5.262,-1.585,-0.838,0.518
1601655836058,2020-10-02T12.23.56.058,5.272,-1.814,1.479,1.768
1601655836068,2020-10-02T12.23.56.068,5.282,-1.204,3.689,2.439
1601655836078,2020-10-02T12.23.56.078,5.292,-2.226,1.951,1.707
1601655836087,2020-10-02T12.23.56.087,5.301,-4.405,-0.960,0.518
1601655836097,2020-10-02T12.23.56.097,5.311,-3.857,1.067,0.518
1601655836108,2020-10-02T12.23.56.108,5.322,-1.448,3.338,1.601
1601655836118,2020-10-02T12.23.56.118,5.332,0.838,2.561,1.677
1601655836128,2020-10-02T12.23.56.128,5.342,0.777,0.716,1.296
1601655836137,2020-10-02T12.23.56.137,5.351,0.518,-0.686,1.052
1601655836147,2020-10-02T12.23.56.147,5.361,1.723,-0.549,1.265
1601655836158,2020-10-02T12.23.56.158,5.372,2.378,-0.549,1.265
1601655836168,2020-10-02T12.23.56.168,5.382,2.134,-1.768,0.381
1601655836177,2020-10-02T12.23.56.177,5.391,1.921,-2.759,-0.747
1601655836187,2020-10-02T12.23.56.187,5.401,2.576,-2.210,-1.707
1601655836197,2020-10-02T12.23.56.197,5.411,2.591,-3.186,-1.692
1601655836207,2020-10-02T12.23.56.207,5.421,1.585,-2.378,-1.189
1601655836218,2020-10-02T12.23.56.218,5.432,0.838,-0.274,-0.183
1601655836226,2020-10-02T12.23.56.226,5.440,0.716,2.149,1.143
1601655836237,2020-10-02T12.23.56.237,5.451,0.244,4.695,1.905
1601655836247,2020-10-02T12.23.56.247,5.461,-0.320,4.085,1.662
1601655836257,2020-10-02T12.23.56.257,5.471,-1.418,1.966,0.732
1601655836266,2020-10-02T12.23.56.266,5.480,-2.424,0.823,-0.396
1601655836276,2020-10-02T12.23.56.276,5.490,-2.591,0.274,-1.159
1601655836286,2020-10-02T12.23.56.286,5.500,-2.195,0.015,-1.204
1601655836297,2020-10-02T12.23.56.297,5.511,-2.226,-0.930,-1.250
1601655836307,2020-10-02T12.23.56.307,5.521,-2.119,-0.259,-0.579
1601655836316,2020-10-02T12.23.56.316,5.530,-0.412,2.104,-0.030
1601655836326,2020-10-02T12.23.56.326,5.540,-0.122,0.869,-0.122
1601655836336,2020-10-02T12.23.56.336,5.550,-0.107,-2.088,-0.991
1601655836346,2020-10-02T12.23.56.346,5.560,-0.762,-3.095,-1.189
1601655836355,2020-10-02T12.23.56.355,5.569,-0.945,-2.088,-0.412
1601655836366,2020-10-02T12.23.56.366,5.580,-0.259,-0.183,0.473
1601655836376,2020-10-02T12.23.56.376,5.590,0.488,1.570,0.777
1601655836386,2020-10-02T12.23.56.386,5.600,0.442,0.899,0.137
1601655836396,2020-10-02T12.23.56.396,5.610,-0.701,-0.686,-0.595
1601655836405,2020-10-02T12.23.56.405,5.619,-1.204,-0.091,-0.732
1601655836415,2020-10-02T12.23.56.415,5.629,-1.174,-0.625,-0.076
1601655836426,2020-10-02T12.23.56.426,5.640,-1.250,0.442,1.189
1601655836436,2020-10-02T12.23.56.436,5.650,-0.808,3.445,2.180
1601655836445,2020-10-02T12.23.56.445,5.659,0.122,3.140,2.134
1601655836455,2020-10-02T12.23.56.455,5.669,-0.823,-1.357,0.732
1601655836465,2020-10-02T12.23.56.465,5.679,-1.875,-2.088,-0.213
1601655836475,2020-10-02T12.23.56.475,5.689,-1.082,-0.960,0.030
1601655836486,2020-10-02T12.23.56.486,5.700,-0.290,-0.412,0.579
1601655836494,2020-10-02T12.23.56.494,5.708,0.244,-0.061,0.259
1601655836505,2020-10-02T12.23.56.505,5.719,-0.564,-1.174,0.046
1601655836515,2020-10-02T12.23.56.515,5.729,-0.777,-0.640,0.396
1601655836525,2020-10-02T12.23.56.525,5.739,-0.945,0.107,0.716
1601655836535,2020-10-02T12.23.56.535,5.749,-1.418,0.274,0.655
1601655836544,2020-10-02T12.23.56.544,5.758,-1.037,1.021,0.549
1601655836554,2020-10-02T12.23.56.554,5.768,-0.351,0.976,0.168
1601655836565,2020-10-02T12.23.56.565,5.779,-0.091,0.198,-0.473
1601655836575,2020-10-02T12.23.56.575,5.789,-0.549,-0.168,-0.625
1601655836584,2020-10-02T12.23.56.584,5.798,-1.357,0.091,-0.259
1601655836594,2020-10-02T12.23.56.594,5.808,-1.692,0.747,0.366
1601655836604,2020-10-02T12.23.56.604,5.818,-1.753,1.402,0.854
1601655836615,2020-10-02T12.23.56.615,5.829,-1.494,0.305,0.579
1601655836625,2020-10-02T12.23.56.625,5.839,-1.905,-0.442,0.351
1601655836634,2020-10-02T12.23.56.634,5.848,-1.296,0.610,0.351
1601655836644,2020-10-02T12.23.56.644,5.858,-0.213,1.738,0.884
1601655836654,2020-10-02T12.23.56.654,5.868,0.579,1.463,1.021
1601655836664,2020-10-02T12.23.56.664,5.878,0.976,0.351,0.625
1601655836673,2020-10-02T12.23.56.673,5.887,0.747,-1.006,0.595
1601655836683,2020-10-02T12.23.56.683,5.897,-0.061,-1.235,1.082
1601655836694,2020-10-02T12.23.56.694,5.908,0.671,-0.076,1.585
1601655836704,2020-10-02T12.23.56.704,5.918,1.250,0.823,1.875
1601655836714,2020-10-02T12.23.56.714,5.928,1.631,1.509,1.829
1601655836723,2020-10-02T12.23.56.723,5.937,1.174,1.860,1.753
1601655836733,2020-10-02T12.23.56.733,5.947,0.625,2.256,1.265
1601655836743,2020-10-02T12.23.56.743,5.957,0.381,2.363,0.168
1601655836754,2020-10-02T12.23.56.754,5.968,0.122,0.137,-1.311
1601655836762,2020-10-02T12.23.56.762,5.976,-1.372,-1.723,-1.860
1601655836773,2020-10-02T12.23.56.773,5.987,-1.692,-0.351,-1.372
1601655836783,2020-10-02T12.23.56.783,5.997,-0.899,0.747,-1.037
1601655836793,2020-10-02T12.23.56.793,6.007,-0.457,0.899,-0.732
1601655836804,2020-10-02T12.23.56.804,6.018,0.076,1.982,0.107
1601655836812,2020-10-02T12.23.56.812,6.026,1.204,3.537,1.174
1601655836823,2020-10-02T12.23.56.823,6.037,1.768,3.643,1.799
1601655836833,2020-10-02T12.23.56.833,6.047,1.601,1.738,1.799
1601655836843,2020-10-02T12.23.56.843,6.057,1.921,0.991,1.921
1601655836852,2020-10-02T12.23.56.852,6.066,2.363,1.326,2.210
1601655836862,2020-10-02T12.23.56.862,6.076,2.820,1.052,2.104
1601655836872,2020-10-02T12.23.56.872,6.086,2.470,-0.015,1.921
1601655836883,2020-10-02T12.23.56.883,6.097,1.540,-1.067,1.463
1601655836893,2020-10-02T12.23.56.893,6.107,0.091,-1.845,1.021
1601655836902,2020-10-02T12.23.56.902,6.116,-1.265,-1.677,1.006
1601655836912,2020-10-02T12.23.56.912,6.126,-1.052,-0.198,1.265
1601655836922,2020-10-02T12.23.56.922,6.136,-1.509,0.168,1.570
1601655836932,2020-10-02T12.23.56.932,6.146,-2.058,1.479,2.226
1601655836941,2020-10-02T12.23.56.941,6.155,-1.265,3.369,2.165
1601655836951,2020-10-02T12.23.56.951,6.165,-1.296,3.598,1.921
1601655836962,2020-10-02T12.23.56.962,6.176,-1.494,3.994,1.601
1601655836972,2020-10-02T12.23.56.972,6.186,-0.716,3.064,0.976
1601655836982,2020-10-02T12.23.56.982,6.196,-0.366,0.427,0.229
1601655836991,2020-10-02T12.23.56.991,6.205,-0.351,-0.854,-0.244
1601655837001,2020-10-02T12.23.57.001,6.215,0.320,-1.235,-0.091
1601655837012,2020-10-02T12.23.57.012,6.226,1.570,-0.473,-0.015
1601655837022,2020-10-02T12.23.57.022,6.236,2.576,-0.366,-0.396
1601655837031,2020-10-02T12.23.57.031,6.245,2.698,0.000,-0.777
1601655837041,2020-10-02T12.23.57.041,6.255,2.957,0.412,-0.854
1601655837051,2020-10-02T12.23.57.051,6.265,3.308,-0.015,-1.204
1601655837061,2020-10-02T12.23.57.061,6.275,2.927,-0.564,-1.326
1601655837072,2020-10-02T12.23.57.072,6.286,1.738,0.290,-0.610
1601655837080,2020-10-02T12.23.57.080,6.294,1.448,1.951,0.351
1601655837091,2020-10-02T12.23.57.091,6.305,1.753,2.500,0.793
1601655837101,2020-10-02T12.23.57.101,6.315,0.595,0.579,0.595
1601655837111,2020-10-02T12.23.57.111,6.325,-1.860,-2.912,0.030
1601655837120,2020-10-02T12.23.57.120,6.334,-3.735,-4.588,-0.046
1601655837130,2020-10-02T12.23.57.130,6.344,-3.338,-1.692,0.534
1601655837140,2020-10-02T12.23.57.140,6.354,-1.220,0.091,1.433
1601655837151,2020-10-02T12.23.57.151,6.365,0.000,1.067,1.829
1601655837161,2020-10-02T12.23.57.161,6.375,0.579,2.180,1.509
1601655837170,2020-10-02T12.23.57.170,6.384,0.137,1.128,1.128
1601655837180,2020-10-02T12.23.57.180,6.394,-0.762,0.366,0.976
1601655837190,2020-10-02T12.23.57.190,6.404,0.046,0.335,0.625
1601655837200,2020-10-02T12.23.57.200,6.414,0.061,-0.838,1.067
1601655837209,2020-10-02T12.23.57.209,6.423,-0.168,-0.412,1.265
1601655837220,2020-10-02T12.23.57.220,6.434,0.381,1.723,1.037
1601655837230,2020-10-02T12.23.57.230,6.444,0.442,1.494,0.549
1601655837240,2020-10-02T12.23.57.240,6.454,0.259,0.701,-0.351
1601655837250,2020-10-02T12.23.57.250,6.464,0.107,-1.174,-1.113
1601655837259,2020-10-02T12.23.57.259,6.473,-0.046,-1.448,-0.854
1601655837269,2020-10-02T12.23.57.269,6.483,1.280,1.570,-0.061
1601655837280,2020-10-02T12.23.57.280,6.494,1.113,0.503,-0.030
1601655837290,2020-10-02T12.23.57.290,6.504,-1.448,-2.530,-0.488
1601655837299,2020-10-02T12.23.57.299,6.513,-1.677,-2.149,-0.869
1601655837309,2020-10-02T12.23.57.309,6.523,-0.335,-0.640,-0.640
1601655837319,2020-10-02T12.23.57.319,6.533,0.564,-0.899,-0.793
1601655837329,2020-10-02T12.23.57.329,6.543,-0.244,-1.204,-0.732
1601655837340,2020-10-02T12.23.57.340,6.554,-0.412,1.098,0.030
1601655837348,2020-10-02T12.23.57.348,6.562,0.122,1.753,0.274
1601655837359,2020-10-02T12.23.57.359,6.573,-1.326,-0.396,0.198
1601655837369,2020-10-02T12.23.57.369,6.583,-2.271,0.061,0.655
1601655837379,2020-10-02T12.23.57.379,6.593,-1.128,2.790,1.753
1601655837388,2020-10-02T12.23.57.388,6.602,0.412,3.064,1.418
1601655837398,2020-10-02T12.23.57.398,6.612,-1.235,-1.601,-0.091
1601655837408,2020-10-02T12.23.57.408,6.622,-2.790,-1.905,-0.640
1601655837419,2020-10-02T12.23.57.419,6.633,-1.311,0.442,-0.137
1601655837429,2020-10-02T12.23.57.429,6.643,-0.640,0.488,0.412
1601655837438,2020-10-02T12.23.57.438,6.652,-0.655,0.610,0.107
1601655837448,2020-10-02T12.23.57.448,6.662,-0.716,-0.366,-0.351
1601655837458,2020-10-02T12.23.57.458,6.672,-0.625,-0.610,-0.107
1601655837469,2020-10-02T12.23.57.469,6.683,-0.290,0.122,-0.061
1601655837477,2020-10-02T12.23.57.477,6.691,-0.534,-0.396,-0.396
1601655837488,2020-10-02T12.23.57.488,6.702,-0.595,-0.793,-0.777
1601655837498,2020-10-02T12.23.57.498,6.712,-0.244,0.381,-0.488
1601655837508,2020-10-02T12.23.57.508,6.722,-0.183,0.198,-0.503
1601655837518,2020-10-02T12.23.57.518,6.732,-1.204,-2.256,-1.052
1601655837527,2020-10-02T12.23.57.527,6.741,-1.524,-1.402,-0.838
1601655837537,2020-10-02T12.23.57.537,6.751,0.091,1.021,-0.076
1601655837548,2020-10-02T12.23.57.548,6.762,0.823,1.509,0.412
1601655837558,2020-10-02T12.23.57.558,6.772,0.808,1.418,0.595
1601655837568,2020-10-02T12.23.57.568,6.782,0.412,-0.747,0.168
1601655837577,2020-10-02T12.23.57.577,6.791,-0.122,-1.951,-0.091
1601655837587,2020-10-02T12.23.57.587,6.801,0.793,-0.198,0.015
1601655837597,2020-10-02T12.23.57.597,6.811,0.534,-1.037,0.061
1601655837608,2020-10-02T12.23.57.608,6.822,0.625,-0.945,-0.473
1601655837617,2020-10-02T12.23.57.617,6.831,1.524,-1.311,-1.082
1601655837627,2020-10-02T12.23.57.627,6.841,1.326,-1.692,-1.037
1601655837637,2020-10-02T12.23.57.637,6.851,1.433,0.777,-0.412
1601655837647,2020-10-02T12.23.57.647,6.861,1.768,2.332,0.198
1601655837658,2020-10-02T12.23.57.658,6.872,2.454,1.936,-0.091
1601655837666,2020-10-02T12.23.57.666,6.880,1.326,0.412,-0.869
1601655837677,2020-10-02T12.23.57.677,6.891,0.305,-0.518,-1.509
1601655837687,2020-10-02T12.23.57.687,6.901,-0.534,-1.890,-1.814
1601655837697,2020-10-02T12.23.57.697,6.911,-2.088,-2.027,-1.723
1601655837706,2020-10-02T12.23.57.706,6.920,-2.302,-1.418,-1.768
1601655837716,2020-10-02T12.23.57.716,6.930,-2.546,-1.784,-1.997
1601655837726,2020-10-02T12.23.57.726,6.940,-2.759,-0.991,-2.180
1601655837737,2020-10-02T12.23.57.737,6.951,-1.966,-1.250,-2.546
1601655837747,2020-10-02T12.23.57.747,6.961,-2.210,-1.875,-2.409
1601655837756,2020-10-02T12.23.57.756,6.970,-2.652,0.061,-1.860
1601655837766,2020-10-02T12.23.57.766,6.980,-2.530,0.595,-1.265
1601655837776,2020-10-02T12.23.57.776,6.990,-3.841,-1.128,-1.174
1601655837786,2020-10-02T12.23.57.786,7.000,-4.573,-1.494,-1.494
1601655837795,2020-10-02T12.23.57.795,7.009,-3.430,-0.549,-1.037
1601655837805,2020-10-02T12.23.57.805,7.019,-2.942,1.037,-0.152
