epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655866543,2020-10-02T12.24.26.543,35.757,61.616,16.357,-15.412
1601655866552,2020-10-02T12.24.26.552,35.766,51.143,26.753,-13.399
1601655866562,2020-10-02T12.24.26.562,35.776,40.366,39.040,-9.726
1601655866572,2020-10-02T12.24.26.572,35.786,31.966,47.165,-6.494
1601655866582,2020-10-02T12.24.26.582,35.796,25.793,47.744,-4.543
1601655866593,2020-10-02T12.24.26.593,35.807,22.363,41.311,-4.466
1601655866601,2020-10-02T12.24.26.601,35.815,21.677,30.579,-4.482
1601655866612,2020-10-02T12.24.26.612,35.826,23.476,20.030,-3.476
1601655866622,2020-10-02T12.24.26.622,35.836,25.777,15.351,-1.799
1601655866632,2020-10-02T12.24.26.632,35.846,24.451,18.948,0.076
1601655866641,2020-10-02T12.24.26.641,35.855,19.878,24.832,2.500
1601655866651,2020-10-02T12.24.26.651,35.865,15.869,27.363,5.137
1601655866661,2020-10-02T12.24.26.661,35.875,13.262,25.335,6.768
1601655866672,2020-10-02T12.24.26.672,35.886,10.595,20.473,7.424
1601655866682,2020-10-02T12.24.26.682,35.896,7.820,14.970,7.104
1601655866691,2020-10-02T12.24.26.691,35.905,4.787,10.793,6.662
1601655866701,2020-10-02T12.24.26.701,35.915,3.110,7.088,6.966
1601655866711,2020-10-02T12.24.26.711,35.925,3.537,4.787,7.866
1601655866721,2020-10-02T12.24.26.721,35.935,4.101,5.442,8.720
1601655866730,2020-10-02T12.24.26.730,35.944,2.759,10.198,9.482
1601655866741,2020-10-02T12.24.26.741,35.955,-0.274,14.985,9.893
1601655866751,2020-10-02T12.24.26.751,35.965,-1.662,15.457,10.473
1601655866761,2020-10-02T12.24.26.761,35.975,-1.113,13.872,10.823
1601655866771,2020-10-02T12.24.26.771,35.985,-1.646,10.030,10.244
1601655866780,2020-10-02T12.24.26.780,35.994,-2.607,5.015,7.698
1601655866790,2020-10-02T12.24.26.790,36.004,-3.003,-0.015,4.695
1601655866801,2020-10-02T12.24.26.801,36.015,-2.988,-2.104,3.567
1601655866811,2020-10-02T12.24.26.811,36.025,-2.454,-0.335,4.421
1601655866820,2020-10-02T12.24.26.820,36.034,-2.088,4.924,5.473
1601655866830,2020-10-02T12.24.26.830,36.044,-1.524,9.787,6.113
1601655866840,2020-10-02T12.24.26.840,36.054,-0.793,11.418,6.601
1601655866850,2020-10-02T12.24.26.850,36.064,0.030,10.823,6.143
1601655866861,2020-10-02T12.24.26.861,36.075,-0.076,8.613,4.863
1601655866869,2020-10-02T12.24.26.869,36.083,-1.021,4.863,2.942
1601655866880,2020-10-02T12.24.26.880,36.094,-2.302,0.427,0.793
1601655866890,2020-10-02T12.24.26.890,36.104,-2.119,-3.110,0.579
1601655866900,2020-10-02T12.24.26.900,36.114,-3.064,-2.866,-0.473
1601655866910,2020-10-02T12.24.26.910,36.124,-5.762,-0.655,-1.540
1601655866919,2020-10-02T12.24.26.919,36.133,-6.174,0.274,-1.860
1601655866929,2020-10-02T12.24.26.929,36.143,-4.985,-0.213,-0.960
1601655866940,2020-10-02T12.24.26.940,36.154,-2.896,-0.396,0.259
1601655866950,2020-10-02T12.24.26.950,36.164,-1.067,0.091,0.457
1601655866959,2020-10-02T12.24.26.959,36.173,-1.174,0.091,0.412
1601655866969,2020-10-02T12.24.26.969,36.183,-1.540,-0.869,0.198
1601655866979,2020-10-02T12.24.26.979,36.193,-0.152,-0.991,-0.396
1601655866990,2020-10-02T12.24.26.990,36.204,1.555,-0.396,-0.854
1601655867000,2020-10-02T12.24.27.000,36.214,1.265,0.107,-1.982
1601655867009,2020-10-02T12.24.27.009,36.223,-0.183,0.046,-3.689
1601655867019,2020-10-02T12.24.27.019,36.233,-1.433,-0.091,-3.872
1601655867029,2020-10-02T12.24.27.029,36.243,-2.043,0.655,-1.021
1601655867039,2020-10-02T12.24.27.039,36.253,-2.165,3.476,0.777
1601655867048,2020-10-02T12.24.27.048,36.262,-1.113,6.143,1.540
1601655867058,2020-10-02T12.24.27.058,36.272,0.686,6.433,3.262
1601655867069,2020-10-02T12.24.27.069,36.283,2.729,5.442,3.963
1601655867079,2020-10-02T12.24.27.079,36.293,4.787,4.177,4.817
1601655867089,2020-10-02T12.24.27.089,36.303,4.893,3.506,5.351
1601655867098,2020-10-02T12.24.27.098,36.312,3.994,3.872,5.305
1601655867108,2020-10-02T12.24.27.108,36.322,3.399,4.299,4.543
1601655867118,2020-10-02T12.24.27.118,36.332,2.149,3.552,3.445
1601655867129,2020-10-02T12.24.27.129,36.343,0.503,2.454,2.591
1601655867137,2020-10-02T12.24.27.137,36.351,-0.488,2.241,2.287
1601655867148,2020-10-02T12.24.27.148,36.362,-0.777,3.079,2.073
1601655867158,2020-10-02T12.24.27.158,36.372,0.107,3.049,1.890
1601655867168,2020-10-02T12.24.27.168,36.382,1.265,2.119,1.692
1601655867179,2020-10-02T12.24.27.179,36.393,1.311,1.555,0.976
1601655867187,2020-10-02T12.24.27.187,36.401,0.229,1.296,0.534
1601655867198,2020-10-02T12.24.27.198,36.412,0.030,1.098,0.747
1601655867208,2020-10-02T12.24.27.208,36.422,0.732,0.732,0.976
1601655867218,2020-10-02T12.24.27.218,36.432,1.524,0.808,1.067
1601655867227,2020-10-02T12.24.27.227,36.441,1.265,0.991,1.189
1601655867237,2020-10-02T12.24.27.237,36.451,0.732,1.189,0.915
1601655867247,2020-10-02T12.24.27.247,36.461,0.518,1.220,0.701
1601655867258,2020-10-02T12.24.27.258,36.472,0.229,1.616,0.290
1601655867268,2020-10-02T12.24.27.268,36.482,0.137,2.180,-0.351
1601655867277,2020-10-02T12.24.27.277,36.491,0.061,1.280,-0.655
1601655867287,2020-10-02T12.24.27.287,36.501,-0.579,-0.091,-1.448
1601655867297,2020-10-02T12.24.27.297,36.511,-0.747,-1.723,-1.387
1601655867307,2020-10-02T12.24.27.307,36.521,-0.107,-3.095,-0.381
1601655867316,2020-10-02T12.24.27.316,36.530,0.168,-2.622,-0.671
1601655867326,2020-10-02T12.24.27.326,36.540,-0.335,-1.753,-1.021
1601655867337,2020-10-02T12.24.27.337,36.551,-0.884,-1.890,-1.250
1601655867347,2020-10-02T12.24.27.347,36.561,-1.098,-2.561,-1.479
1601655867357,2020-10-02T12.24.27.357,36.571,-1.311,-2.805,-1.601
1601655867366,2020-10-02T12.24.27.366,36.580,-1.250,-2.409,-1.570
1601655867376,2020-10-02T12.24.27.376,36.590,-0.991,-2.393,-1.418
1601655867387,2020-10-02T12.24.27.387,36.601,-1.128,-2.119,-1.509
1601655867397,2020-10-02T12.24.27.397,36.611,-0.823,-2.134,-1.387
1601655867406,2020-10-02T12.24.27.406,36.620,-0.518,-2.134,-1.280
1601655867416,2020-10-02T12.24.27.416,36.630,-0.747,-1.677,-1.174
1601655867426,2020-10-02T12.24.27.426,36.640,-1.494,-1.738,-1.387
1601655867436,2020-10-02T12.24.27.436,36.650,-2.287,-1.540,-1.631
1601655867447,2020-10-02T12.24.27.447,36.661,-2.241,-0.762,-1.082
1601655867455,2020-10-02T12.24.27.455,36.669,-1.921,-0.152,-0.518
1601655867466,2020-10-02T12.24.27.466,36.680,-1.341,0.168,-0.107
1601655867476,2020-10-02T12.24.27.476,36.690,-0.473,-0.030,0.122
1601655867486,2020-10-02T12.24.27.486,36.700,0.137,-0.335,0.122
1601655867495,2020-10-02T12.24.27.495,36.709,-0.503,0.290,0.274
1601655867505,2020-10-02T12.24.27.505,36.719,-0.747,0.838,0.869
1601655867515,2020-10-02T12.24.27.515,36.729,-0.640,0.747,0.854
1601655867526,2020-10-02T12.24.27.526,36.740,-0.366,-0.274,0.503
1601655867536,2020-10-02T12.24.27.536,36.750,-0.198,-1.555,0.000
1601655867545,2020-10-02T12.24.27.545,36.759,-0.976,-2.180,-0.701
1601655867555,2020-10-02T12.24.27.555,36.769,-2.027,-1.402,-1.326
1601655867565,2020-10-02T12.24.27.565,36.779,-2.851,-0.442,-1.509
1601655867575,2020-10-02T12.24.27.575,36.789,-3.155,0.076,-1.905
1601655867584,2020-10-02T12.24.27.584,36.798,-3.049,0.076,-2.180
1601655867595,2020-10-02T12.24.27.595,36.809,-1.966,0.213,-2.012
1601655867605,2020-10-02T12.24.27.605,36.819,-0.945,0.457,-1.951
1601655867615,2020-10-02T12.24.27.615,36.829,-0.747,0.229,-2.195
1601655867625,2020-10-02T12.24.27.625,36.839,-1.311,-0.991,-2.409
1601655867634,2020-10-02T12.24.27.634,36.848,-2.180,-2.561,-2.561
1601655867644,2020-10-02T12.24.27.644,36.858,-2.759,-3.674,-3.110
1601655867655,2020-10-02T12.24.27.655,36.869,-3.537,-3.399,-3.186
1601655867665,2020-10-02T12.24.27.665,36.879,-4.695,-1.951,-2.790
1601655867674,2020-10-02T12.24.27.674,36.888,-4.466,-0.396,-2.576
1601655867684,2020-10-02T12.24.27.684,36.898,-2.820,0.823,-1.905
1601655867694,2020-10-02T12.24.27.694,36.908,-0.915,2.043,-1.204
1601655867704,2020-10-02T12.24.27.704,36.918,0.000,2.973,-0.716
1601655867715,2020-10-02T12.24.27.715,36.929,0.213,2.591,-0.381
1601655867723,2020-10-02T12.24.27.723,36.937,-0.137,1.860,-0.137
1601655867734,2020-10-02T12.24.27.734,36.948,-1.037,1.555,-0.091
1601655867744,2020-10-02T12.24.27.744,36.958,-1.921,1.204,-0.152
1601655867754,2020-10-02T12.24.27.754,36.968,-1.966,0.793,-0.152
1601655867763,2020-10-02T12.24.27.763,36.977,-1.509,0.198,-0.030
1601655867773,2020-10-02T12.24.27.773,36.987,-0.686,-0.457,0.000
1601655867783,2020-10-02T12.24.27.783,36.997,-0.488,-0.808,0.534
1601655867794,2020-10-02T12.24.27.794,37.008,-0.640,-0.183,1.220
1601655867804,2020-10-02T12.24.27.804,37.018,-0.854,0.899,1.784
1601655867813,2020-10-02T12.24.27.813,37.027,-0.747,1.402,2.302
1601655867823,2020-10-02T12.24.27.823,37.037,-0.396,1.875,2.271
1601655867833,2020-10-02T12.24.27.833,37.047,0.274,1.951,1.966
1601655867844,2020-10-02T12.24.27.844,37.058,0.320,0.671,1.829
1601655867852,2020-10-02T12.24.27.852,37.066,0.061,-0.335,1.997
1601655867863,2020-10-02T12.24.27.863,37.077,-0.213,-0.732,2.073
1601655867873,2020-10-02T12.24.27.873,37.087,-0.610,0.610,2.134
1601655867883,2020-10-02T12.24.27.883,37.097,-1.037,3.445,2.287
1601655867893,2020-10-02T12.24.27.893,37.107,-1.418,3.643,2.149
1601655867902,2020-10-02T12.24.27.902,37.116,-0.869,1.616,1.601
1601655867912,2020-10-02T12.24.27.912,37.126,0.137,-0.564,1.402
1601655867923,2020-10-02T12.24.27.923,37.137,0.030,0.030,1.357
1601655867933,2020-10-02T12.24.27.933,37.147,-0.808,1.997,1.784
1601655867943,2020-10-02T12.24.27.943,37.157,-0.701,2.988,1.951
1601655867952,2020-10-02T12.24.27.952,37.166,0.320,2.820,1.723
1601655867962,2020-10-02T12.24.27.962,37.176,0.488,2.073,1.311
1601655867972,2020-10-02T12.24.27.972,37.186,0.000,1.875,1.220
1601655867983,2020-10-02T12.24.27.983,37.197,-0.229,2.409,1.082
1601655867992,2020-10-02T12.24.27.992,37.206,0.198,2.713,0.716
1601655868002,2020-10-02T12.24.28.002,37.216,0.076,3.780,0.396
1601655868012,2020-10-02T12.24.28.012,37.226,-0.899,5.777,0.366
1601655868022,2020-10-02T12.24.28.022,37.236,-1.966,6.646,0.335
1601655868033,2020-10-02T12.24.28.033,37.247,-1.662,5.259,0.030
1601655868041,2020-10-02T12.24.28.041,37.255,-0.305,2.652,-0.564
1601655868052,2020-10-02T12.24.28.052,37.266,1.159,-0.305,-1.235
1601655868062,2020-10-02T12.24.28.062,37.276,1.677,-1.524,-1.845
1601655868072,2020-10-02T12.24.28.072,37.286,1.204,-0.884,-1.921
1601655868081,2020-10-02T12.24.28.081,37.295,0.884,0.457,-1.951
1601655868091,2020-10-02T12.24.28.091,37.305,-0.366,0.107,-1.418
1601655868101,2020-10-02T12.24.28.101,37.315,-0.838,0.091,-1.128
1601655868112,2020-10-02T12.24.28.112,37.326,-0.442,-0.412,-0.945
1601655868122,2020-10-02T12.24.28.122,37.336,-0.198,-0.671,-0.747
1601655868131,2020-10-02T12.24.28.131,37.345,-0.899,-0.716,-0.564
1601655868141,2020-10-02T12.24.28.141,37.355,-1.860,-0.762,-0.274
1601655868151,2020-10-02T12.24.28.151,37.365,-1.692,-1.265,0.061
1601655868161,2020-10-02T12.24.28.161,37.375,-1.220,-1.845,0.107
1601655868170,2020-10-02T12.24.28.170,37.384,-1.143,-1.662,0.442
1601655868180,2020-10-02T12.24.28.180,37.394,-0.930,-0.747,0.701
1601655868191,2020-10-02T12.24.28.191,37.405,-0.488,-0.671,0.427
1601655868201,2020-10-02T12.24.28.201,37.415,-0.777,-1.037,0.244
1601655868211,2020-10-02T12.24.28.211,37.425,-0.793,-0.671,0.183
1601655868220,2020-10-02T12.24.28.220,37.434,-0.930,-0.564,0.137
1601655868230,2020-10-02T12.24.28.230,37.444,-1.067,-0.869,0.274
1601655868241,2020-10-02T12.24.28.241,37.455,-1.250,-1.341,-0.030
1601655868251,2020-10-02T12.24.28.251,37.465,-1.128,-1.372,-0.503
1601655868260,2020-10-02T12.24.28.260,37.474,-0.518,-0.823,-0.884
1601655868270,2020-10-02T12.24.28.270,37.484,-0.152,-0.488,-1.113
1601655868280,2020-10-02T12.24.28.280,37.494,-0.046,0.320,-1.220
1601655868290,2020-10-02T12.24.28.290,37.504,-0.061,0.579,-1.357
1601655868301,2020-10-02T12.24.28.301,37.515,0.030,0.427,-1.235
1601655868309,2020-10-02T12.24.28.309,37.523,0.046,0.595,-0.671
1601655868320,2020-10-02T12.24.28.320,37.534,-0.290,1.341,0.381
1601655868330,2020-10-02T12.24.28.330,37.544,-0.899,1.966,1.189
1601655868340,2020-10-02T12.24.28.340,37.554,-0.534,2.454,1.098
1601655868349,2020-10-02T12.24.28.349,37.563,0.381,2.256,0.747
1601655868359,2020-10-02T12.24.28.359,37.573,0.625,1.235,0.747
1601655868369,2020-10-02T12.24.28.369,37.583,1.220,1.098,0.808
1601655868380,2020-10-02T12.24.28.380,37.594,1.189,2.180,1.037
1601655868390,2020-10-02T12.24.28.390,37.604,0.351,3.079,1.204
1601655868399,2020-10-02T12.24.28.399,37.613,-0.274,2.744,0.854
1601655868409,2020-10-02T12.24.28.409,37.623,-0.046,2.027,0.335
1601655868419,2020-10-02T12.24.28.419,37.633,-0.229,0.610,0.412
1601655868429,2020-10-02T12.24.28.429,37.643,-1.098,0.259,0.274
1601655868438,2020-10-02T12.24.28.438,37.652,-2.226,1.402,0.320
1601655868449,2020-10-02T12.24.28.449,37.663,-2.607,2.561,0.869
1601655868459,2020-10-02T12.24.28.459,37.673,-2.256,2.012,1.418
1601655868469,2020-10-02T12.24.28.469,37.683,-1.082,1.113,1.067
1601655868479,2020-10-02T12.24.28.479,37.693,-1.296,1.204,0.518
1601655868488,2020-10-02T12.24.28.488,37.702,-2.393,1.707,0.061
1601655868498,2020-10-02T12.24.28.498,37.712,-3.034,2.043,-0.015
1601655868509,2020-10-02T12.24.28.509,37.723,-3.643,1.326,0.335
1601655868519,2020-10-02T12.24.28.519,37.733,-3.308,-0.716,0.503
1601655868528,2020-10-02T12.24.28.528,37.742,-2.363,-2.409,0.091
1601655868538,2020-10-02T12.24.28.538,37.752,-1.707,-2.759,-0.427
1601655868548,2020-10-02T12.24.28.548,37.762,-2.043,-2.409,-0.564
1601655868558,2020-10-02T12.24.28.558,37.772,-1.707,-1.509,-0.183
1601655868569,2020-10-02T12.24.28.569,37.783,-1.402,-0.488,0.351
1601655868577,2020-10-02T12.24.28.577,37.791,-1.966,0.320,0.305
1601655868588,2020-10-02T12.24.28.588,37.802,-2.119,0.518,0.366
1601655868598,2020-10-02T12.24.28.598,37.812,-1.677,0.305,0.671
1601655868608,2020-10-02T12.24.28.608,37.822,-1.265,0.457,0.930
1601655868617,2020-10-02T12.24.28.617,37.831,-0.945,0.793,0.869
1601655868627,2020-10-02T12.24.28.627,37.841,-1.159,0.625,0.838
1601655868637,2020-10-02T12.24.28.637,37.851,-1.037,0.534,0.564
1601655868648,2020-10-02T12.24.28.648,37.862,-0.442,1.082,-0.015
1601655868658,2020-10-02T12.24.28.658,37.872,-0.259,1.174,-0.015
1601655868667,2020-10-02T12.24.28.667,37.881,-0.015,0.655,0.183
1601655868677,2020-10-02T12.24.28.677,37.891,-0.091,-0.168,0.671
1601655868687,2020-10-02T12.24.28.687,37.901,0.305,-0.351,0.930
1601655868698,2020-10-02T12.24.28.698,37.912,0.152,0.274,1.296
1601655868706,2020-10-02T12.24.28.706,37.920,-0.244,0.854,1.692
1601655868717,2020-10-02T12.24.28.717,37.931,0.168,0.915,1.723
1601655868727,2020-10-02T12.24.28.727,37.941,0.030,0.030,1.509
1601655868737,2020-10-02T12.24.28.737,37.951,-0.183,-0.732,1.235
1601655868747,2020-10-02T12.24.28.747,37.961,-0.610,-0.259,0.732
1601655868756,2020-10-02T12.24.28.756,37.970,-0.762,0.640,-0.320
1601655868766,2020-10-02T12.24.28.766,37.980,-0.305,0.762,0.442
1601655868777,2020-10-02T12.24.28.777,37.991,-0.457,-0.061,0.518
1601655868787,2020-10-02T12.24.28.787,38.001,-0.320,-0.213,0.259
1601655868797,2020-10-02T12.24.28.797,38.011,-0.152,-0.030,0.061
1601655868806,2020-10-02T12.24.28.806,38.020,-0.335,0.168,0.625
1601655868816,2020-10-02T12.24.28.816,38.030,-0.503,1.174,0.595
1601655868826,2020-10-02T12.24.28.826,38.040,-0.671,1.570,0.137
1601655868837,2020-10-02T12.24.28.837,38.051,-1.067,1.707,-0.107
1601655868846,2020-10-02T12.24.28.846,38.060,-0.823,2.744,-0.168
1601655868856,2020-10-02T12.24.28.856,38.070,-0.823,3.826,-0.015
1601655868866,2020-10-02T12.24.28.866,38.080,-0.976,3.140,0.046
1601655868876,2020-10-02T12.24.28.876,38.090,-0.838,1.677,0.091
1601655868887,2020-10-02T12.24.28.887,38.101,-0.503,-0.076,0.244
1601655868895,2020-10-02T12.24.28.895,38.109,-0.610,-0.686,0.549
1601655868906,2020-10-02T12.24.28.906,38.120,-1.357,0.213,0.777
1601655868916,2020-10-02T12.24.28.916,38.130,-1.829,1.982,0.945
1601655868926,2020-10-02T12.24.28.926,38.140,-2.027,3.110,1.555
1601655868935,2020-10-02T12.24.28.935,38.149,-1.631,3.857,2.241
1601655868945,2020-10-02T12.24.28.945,38.159,-1.341,4.848,2.820
1601655868955,2020-10-02T12.24.28.955,38.169,-0.854,5.137,3.460
1601655868966,2020-10-02T12.24.28.966,38.180,-0.091,4.512,3.704
1601655868976,2020-10-02T12.24.28.976,38.190,0.046,4.223,3.384
1601655868985,2020-10-02T12.24.28.985,38.199,-0.198,4.756,2.973
1601655868995,2020-10-02T12.24.28.995,38.209,-0.716,3.948,2.927
1601655869005,2020-10-02T12.24.29.005,38.219,-0.976,2.088,2.713
1601655869015,2020-10-02T12.24.29.015,38.229,-0.625,0.503,2.576
1601655869024,2020-10-02T12.24.29.024,38.238,-1.021,-0.076,2.378
1601655869034,2020-10-02T12.24.29.034,38.248,-1.265,0.473,1.997
1601655869045,2020-10-02T12.24.29.045,38.259,-1.326,1.448,1.662
1601655869055,2020-10-02T12.24.29.055,38.269,-1.296,2.332,1.662
1601655869065,2020-10-02T12.24.29.065,38.279,-1.052,2.027,1.387
1601655869074,2020-10-02T12.24.29.074,38.288,-0.244,0.716,1.037
1601655869084,2020-10-02T12.24.29.084,38.298,-0.427,-0.473,0.732
1601655869095,2020-10-02T12.24.29.095,38.309,-0.762,-0.137,0.366
1601655869105,2020-10-02T12.24.29.105,38.319,-0.610,0.854,0.229
1601655869114,2020-10-02T12.24.29.114,38.328,-0.366,1.997,0.610
1601655869124,2020-10-02T12.24.29.124,38.338,-0.808,3.186,0.595
1601655869134,2020-10-02T12.24.29.134,38.348,-1.570,4.085,0.777
1601655869144,2020-10-02T12.24.29.144,38.358,-2.180,4.817,1.174
1601655869155,2020-10-02T12.24.29.155,38.369,-2.637,5.518,1.494
1601655869163,2020-10-02T12.24.29.163,38.377,-2.820,6.814,1.692
1601655869174,2020-10-02T12.24.29.174,38.388,-3.277,7.378,2.012
1601655869184,2020-10-02T12.24.29.184,38.398,-3.232,6.357,1.905
1601655869194,2020-10-02T12.24.29.194,38.408,-2.668,3.384,1.662
1601655869203,2020-10-02T12.24.29.203,38.417,-1.341,-0.122,1.113
1601655869213,2020-10-02T12.24.29.213,38.427,-0.488,-2.241,1.128
1601655869223,2020-10-02T12.24.29.223,38.437,-0.625,-1.631,1.113
1601655869234,2020-10-02T12.24.29.234,38.448,-1.235,0.610,0.808
1601655869244,2020-10-02T12.24.29.244,38.458,-1.799,1.601,0.655
1601655869253,2020-10-02T12.24.29.253,38.467,-1.585,1.204,1.189
1601655869263,2020-10-02T12.24.29.263,38.477,-1.402,0.869,1.174
1601655869273,2020-10-02T12.24.29.273,38.487,-1.677,0.137,0.244
1601655869283,2020-10-02T12.24.29.283,38.497,-1.540,0.046,0.320
1601655869292,2020-10-02T12.24.29.292,38.506,-0.762,-0.259,0.152
1601655869303,2020-10-02T12.24.29.303,38.517,-0.899,-0.457,0.137
1601655869313,2020-10-02T12.24.29.313,38.527,-1.662,-0.518,0.107
1601655869323,2020-10-02T12.24.29.323,38.537,-2.393,-0.366,0.183
1601655869333,2020-10-02T12.24.29.333,38.547,-2.652,0.549,0.183
1601655869342,2020-10-02T12.24.29.342,38.556,-2.896,1.768,0.107
1601655869352,2020-10-02T12.24.29.352,38.566,-2.591,1.936,0.030
1601655869363,2020-10-02T12.24.29.363,38.577,-2.393,1.662,0.046
1601655869373,2020-10-02T12.24.29.373,38.587,-2.363,0.335,-0.152
1601655869382,2020-10-02T12.24.29.382,38.596,-2.287,-0.732,-0.534
1601655869392,2020-10-02T12.24.29.392,38.606,-2.363,-1.189,-0.808
1601655869402,2020-10-02T12.24.29.402,38.616,-2.622,-1.235,-0.747
1601655869412,2020-10-02T12.24.29.412,38.626,-2.851,-0.762,-0.457
1601655869423,2020-10-02T12.24.29.423,38.637,-2.637,-0.274,-0.793
1601655869431,2020-10-02T12.24.29.431,38.645,-2.210,-0.655,-0.838
1601655869442,2020-10-02T12.24.29.442,38.656,-1.646,-1.067,-0.473
1601655869452,2020-10-02T12.24.29.452,38.666,-1.692,-0.396,-0.655
1601655869462,2020-10-02T12.24.29.462,38.676,-2.012,-0.229,-0.655
1601655869471,2020-10-02T12.24.29.471,38.685,-1.921,-0.671,-0.579
1601655869481,2020-10-02T12.24.29.481,38.695,-1.372,-0.671,-0.610
1601655869492,2020-10-02T12.24.29.492,38.706,-1.235,-0.091,-0.625
1601655869502,2020-10-02T12.24.29.502,38.716,-1.585,0.061,-0.366
1601655869512,2020-10-02T12.24.29.512,38.726,-1.753,0.396,0.107
1601655869521,2020-10-02T12.24.29.521,38.735,-1.616,0.945,1.021
1601655869531,2020-10-02T12.24.29.531,38.745,-1.341,1.433,2.043
1601655869541,2020-10-02T12.24.29.541,38.755,-1.082,1.753,2.774
1601655869552,2020-10-02T12.24.29.552,38.766,-1.326,2.790,3.049
1601655869560,2020-10-02T12.24.29.560,38.774,-1.631,2.866,2.942
1601655869571,2020-10-02T12.24.29.571,38.785,-1.524,2.119,2.195
1601655869581,2020-10-02T12.24.29.581,38.795,-1.204,0.960,1.479
1601655869591,2020-10-02T12.24.29.591,38.805,-1.052,-0.137,0.899
1601655869601,2020-10-02T12.24.29.601,38.815,-0.716,0.671,0.640
1601655869610,2020-10-02T12.24.29.610,38.824,-0.732,1.296,0.823
1601655869620,2020-10-02T12.24.29.620,38.834,-0.305,1.540,0.808
1601655869631,2020-10-02T12.24.29.631,38.845,0.442,1.875,0.473
1601655869641,2020-10-02T12.24.29.641,38.855,0.351,2.591,0.473
1601655869651,2020-10-02T12.24.29.651,38.865,0.061,2.576,0.991
1601655869660,2020-10-02T12.24.29.660,38.874,-0.168,2.149,0.991
1601655869670,2020-10-02T12.24.29.670,38.884,-0.610,1.387,0.259
1601655869680,2020-10-02T12.24.29.680,38.894,-0.183,0.473,-0.290
1601655869691,2020-10-02T12.24.29.691,38.905,-0.015,-0.229,-0.366
1601655869700,2020-10-02T12.24.29.700,38.914,-0.854,0.000,-0.259
1601655869710,2020-10-02T12.24.29.710,38.924,-1.524,0.320,-0.335
1601655869720,2020-10-02T12.24.29.720,38.934,-1.448,0.381,-0.259
1601655869730,2020-10-02T12.24.29.730,38.944,-0.945,0.686,0.061
1601655869741,2020-10-02T12.24.29.741,38.955,-0.640,1.082,0.259
1601655869749,2020-10-02T12.24.29.749,38.963,-0.488,0.976,0.503
1601655869760,2020-10-02T12.24.29.760,38.974,-0.046,0.655,0.793
1601655869770,2020-10-02T12.24.29.770,38.984,0.152,0.777,1.082
1601655869780,2020-10-02T12.24.29.780,38.994,-0.229,1.662,1.052
1601655869789,2020-10-02T12.24.29.789,39.003,-0.610,1.814,1.006
1601655869799,2020-10-02T12.24.29.799,39.013,0.122,1.387,1.265
1601655869809,2020-10-02T12.24.29.809,39.023,0.396,0.259,1.509
1601655869820,2020-10-02T12.24.29.820,39.034,0.076,-0.991,1.189
1601655869830,2020-10-02T12.24.29.830,39.044,-0.168,-1.159,1.052
1601655869839,2020-10-02T12.24.29.839,39.053,-0.549,0.030,1.616
1601655869849,2020-10-02T12.24.29.849,39.063,0.213,2.058,1.509
1601655869859,2020-10-02T12.24.29.859,39.073,0.838,3.689,1.768
1601655869869,2020-10-02T12.24.29.869,39.083,1.021,3.750,2.210
1601655869878,2020-10-02T12.24.29.878,39.092,1.540,3.277,2.241
1601655869888,2020-10-02T12.24.29.888,39.102,1.692,2.805,2.622
1601655869899,2020-10-02T12.24.29.899,39.113,1.555,2.805,2.515
1601655869909,2020-10-02T12.24.29.909,39.123,1.326,2.851,2.348
1601655869919,2020-10-02T12.24.29.919,39.133,1.585,1.829,2.317
1601655869928,2020-10-02T12.24.29.928,39.142,1.555,1.067,2.424
1601655869938,2020-10-02T12.24.29.938,39.152,1.189,1.631,2.348
1601655869949,2020-10-02T12.24.29.949,39.163,0.716,2.363,1.982
1601655869959,2020-10-02T12.24.29.959,39.173,0.503,2.226,1.555
1601655869968,2020-10-02T12.24.29.968,39.182,0.595,1.646,1.326
1601655869978,2020-10-02T12.24.29.978,39.192,0.427,1.966,1.098
1601655869988,2020-10-02T12.24.29.988,39.202,-0.320,2.942,1.006
1601655869998,2020-10-02T12.24.29.998,39.212,-0.823,3.034,0.899
1601655870009,2020-10-02T12.24.30.009,39.223,-0.046,0.945,0.396
1601655870017,2020-10-02T12.24.30.017,39.231,0.366,-1.357,0.091
1601655870028,2020-10-02T12.24.30.028,39.242,-0.152,-1.128,-0.030
1601655870038,2020-10-02T12.24.30.038,39.252,-1.220,0.854,-0.091
1601655870048,2020-10-02T12.24.30.048,39.262,-1.220,1.433,0.107
1601655870057,2020-10-02T12.24.30.057,39.271,-0.930,1.463,0.107
1601655870067,2020-10-02T12.24.30.067,39.281,-0.899,2.241,0.259
1601655870077,2020-10-02T12.24.30.077,39.291,-0.640,2.622,0.534
1601655870088,2020-10-02T12.24.30.088,39.302,0.229,2.165,0.381
1601655870098,2020-10-02T12.24.30.098,39.312,0.640,0.442,0.335
1601655870107,2020-10-02T12.24.30.107,39.321,0.671,-1.189,0.366
1601655870117,2020-10-02T12.24.30.117,39.331,0.091,-0.838,0.655
1601655870127,2020-10-02T12.24.30.127,39.341,-0.488,1.204,1.311
1601655870137,2020-10-02T12.24.30.137,39.351,-0.945,2.363,1.799
