epoc (ms),C_Gx,C_Gy,C_Gz,C_Ax,C_Ay,C_Az,Activity
1601655862859,-1.204,-3.72,-0.351,-1.005,-0.116,-0.285,override
1601655862867,-2.043,-3.567,-0.198,-0.998,-0.112,-0.286,override
1601655862878,-2.348,-2.835,-0.091,-0.992,-0.114,-0.286,override
1601655862888,-3.034,-1.723,0.518,-0.993,-0.112,-0.284,override
1601655862898,-4.314,0.335,0.808,-0.991,-0.107,-0.288,override
1601655862908,-4.238,0.701,0.259,-0.991,-0.11,-0.282,override
1601655862917,-2.774,-0.122,-0.305,-0.984,-0.109,-0.284,override
1601655862928,-1.524,-2.134,-0.671,-0.982,-0.107,-0.293,override
1601655862938,-0.595,-3.933,-0.945,-0.982,-0.1,-0.303,override
1601655862948,-0.213,-4.284,-1.54,-0.977,-0.092,-0.312,override
1601655862957,-0.564,-3.963,-1.89,-0.978,-0.089,-0.316,override
1601655862967,-1.265,-2.79,-2.241,-0.974,-0.085,-0.323,override
1601655862977,-2.134,-2.271,-2.668,-0.971,-0.079,-0.33,override
1601655862988,-2.317,-2.576,-3.445,-0.971,-0.077,-0.34,override
1601655862998,-2.195,-3.918,-4.207,-0.972,-0.077,-0.349,override
1601655863007,-2.18,-5.869,-4.848,-0.968,-0.072,-0.369,override
1601655863017,-2.515,-8.811,-5.274,-0.964,-0.064,-0.394,override
1601655863027,-3.155,-11.265,-5.412,-0.97,-0.05,-0.419,override
1601655863037,-4.787,-9.893,-5.564,-0.968,-0.031,-0.448,override
1601655863046,-8.598,-5.412,-5.93,-0.963,-0.02,-0.5,override
1601655863056,-14.604,1.174,-5.488,-0.951,-0.001,-0.568,override
1601655863067,-19.771,10.427,-4.634,-0.932,0.021,-0.667,override
1601655863077,-27.165,9.985,-6.921,-0.915,0.04,-0.77,override
1601655863087,-35.442,-3.369,-12.759,-0.912,0.054,-0.817,override
1601655863096,-40.168,-23.049,-21.357,-0.929,0.042,-0.843,override
1601655863106,-43.262,-43.918,-29.101,-0.978,0.027,-0.839,override
1601655863117,-47.393,-56.692,-33.445,-1.029,0.014,-0.823,override
1601655863127,-54.695,-58.277,-34.207,-1.077,-0.009,-0.823,override
1601655863136,-63.537,-54.329,-31.57,-1.125,-0.035,-0.852,override
1601655863146,-72.759,-50.488,-27.043,-1.151,-0.048,-0.894,override
1601655863156,-83.826,-48.857,-22.165,-1.156,-0.063,-0.921,override
1601655863166,-96.387,-47.302,-19.741,-1.156,-0.076,-0.959,override
1601655863177,-109.573,-49.421,-18.354,-1.14,-0.095,-0.985,override
1601655863185,-123.476,-57.393,-18.277,-1.115,-0.116,-0.989,override
1601655863196,-135.884,-67.088,-19.329,-1.09,-0.146,-0.968,override
1601655863206,-146.433,-73.506,-19.375,-1.061,-0.193,-0.931,override
1601655863216,-157.119,-73.018,-17.561,-1.029,-0.236,-0.894,override
1601655863225,-169.268,-66.357,-14.604,-0.988,-0.277,-0.853,override
1601655863235,-183.247,-53.735,-12.47,-0.948,-0.312,-0.823,override
1601655863245,-197.881,-38.049,-10.793,-0.91,-0.364,-0.83,override
1601655863256,-213.872,-27.698,-8.43,-0.883,-0.4,-0.854,override
1601655863266,-228.155,-27.012,-6.936,-0.856,-0.427,-0.858,override
1601655863275,-241.113,-31.006,-7.073,-0.82,-0.462,-0.827,override
1601655863285,-253.445,-32.622,-8.11,-0.793,-0.503,-0.771,override
1601655863295,-265.107,-29.451,-8.049,-0.775,-0.517,-0.758,override
1601655863305,-278.46,-28.963,-6.89,-0.746,-0.553,-0.783,override
1601655863314,-295.305,-31.25,-5.457,-0.727,-0.587,-0.729,override
1601655863325,-309.573,-26.189,-7.652,-0.703,-0.589,-0.626,override
1601655863335,-315.29,-17.652,-12.302,-0.693,-0.598,-0.522,override
1601655863345,-316.006,-15.32,-21.098,-0.707,-0.641,-0.43,override
1601655863355,-311.357,-21.159,-29.527,-0.748,-0.664,-0.336,override
1601655863364,-299.284,-29.39,-34.024,-0.799,-0.701,-0.259,override
1601655863374,-284.284,-36.037,-37.942,-0.839,-0.72,-0.219,override
1601655863385,-271.159,-40.229,-40.076,-0.887,-0.742,-0.214,override
1601655863395,-263.994,-32.226,-43.201,-0.944,-0.769,-0.245,override
1601655863404,-264.543,-19.238,-43.262,-0.981,-0.793,-0.289,override
1601655863414,-269.954,-12.973,-39.451,-0.989,-0.8,-0.298,override
1601655863424,-276.265,-13.994,-35.534,-0.98,-0.805,-0.276,override
1601655863434,-276.341,-18.491,-33.796,-0.948,-0.785,-0.242,override
1601655863445,-271.204,-26.189,-35.183,-0.929,-0.797,-0.164,override
1601655863453,-261.723,-34.573,-39.04,-0.925,-0.81,-0.075,override
1601655863464,-243.323,-37.302,-38.11,-0.961,-0.789,-0.071,override
1601655863474,-228.689,-35.351,-37.683,-0.958,-0.752,-0.139,override
1601655863484,-222.79,-31.768,-34.909,-0.931,-0.723,-0.178,override
1601655863493,-222.652,-29.405,-33.445,-0.926,-0.683,-0.16,override
1601655863503,-218.75,-19.787,-36.22,-0.942,-0.625,-0.183,override
1601655863513,-212.652,-9.573,-36.692,-0.887,-0.623,-0.28,override
1601655863524,-218.125,-9.04,-35.122,-0.858,-0.554,-0.364,override
1601655863534,-228.552,-13.872,-35.152,-0.833,-0.525,-0.377,override
1601655863543,-231.372,-21.021,-36.875,-0.752,-0.569,-0.314,override
1601655863553,-230.137,-29.619,-37.851,-0.732,-0.488,-0.187,override
1601655863563,-222.622,-33.43,-39.466,-0.794,-0.491,-0.092,override
1601655863574,-207.866,-32.698,-40.183,-0.81,-0.59,-0.049,override
1601655863582,-204.375,-24.573,-36.28,-0.852,-0.589,0.012,override
1601655863593,-206.006,-10.229,-32.53,-0.927,-0.621,0.098,override
1601655863603,-199.253,-1.402,-29.619,-0.999,-0.675,0.171,override
1601655863613,-192.195,-7.226,-34.665,-1.056,-0.708,0.25,override
1601655863623,-180.716,-22.683,-38.582,-1.145,-0.777,0.384,override
1601655863632,-167.287,-34.527,-41.509,-1.241,-0.81,0.535,override
1601655863642,-151.784,-42.927,-40.168,-1.316,-0.86,0.68,override
1601655863653,-130.274,-51.006,-34.588,-1.4,-0.927,0.817,override
1601655863663,-107.271,-58.186,-28.674,-1.456,-0.909,0.95,override
1601655863673,-78.232,-61.555,-15.518,-1.457,-0.902,1.016,override
1601655863682,-49.451,-59.146,-1.189,-1.431,-0.891,1.031,override
1601655863692,-27.104,-47.18,12.591,-1.366,-0.832,1.004,override
1601655863702,-8.796,-30.381,27.881,-1.294,-0.771,0.948,override
1601655863713,8.659,-15.32,41.951,-1.209,-0.701,0.868,override
1601655863721,26.54,-6.951,53.826,-1.103,-0.622,0.772,override
1601655863732,44.543,-5.793,60.701,-0.986,-0.529,0.693,override
1601655863742,62.988,-7.759,60.427,-0.875,-0.436,0.628,override
1601655863752,81.982,-11.021,54.497,-0.79,-0.373,0.568,override
1601655863762,100.152,-15.564,44.527,-0.714,-0.329,0.505,override
1601655863771,116.037,-20.762,32.973,-0.673,-0.312,0.452,override
1601655863782,128.841,-27.241,18.735,-0.668,-0.319,0.418,override
1601655863792,141.22,-33.887,6.22,-0.688,-0.329,0.407,override
1601655863802,152.485,-36.174,-3.628,-0.725,-0.358,0.411,override
1601655863811,162.79,-31.265,-10.183,-0.779,-0.404,0.413,override
1601655863821,172.881,-22.134,-13.049,-0.828,-0.432,0.379,override
1601655863831,182.226,-13.445,-13.796,-0.855,-0.447,0.308,override
1601655863842,188.552,-8.14,-15.32,-0.873,-0.455,0.252,override
1601655863852,193.049,-5.991,-16.311,-0.893,-0.472,0.231,override
1601655863861,198.049,-5.899,-15.915,-0.905,-0.474,0.201,override
1601655863871,203.674,-7.668,-16.402,-0.904,-0.468,0.182,override
1601655863881,207.409,-9.238,-19.436,-0.891,-0.473,0.193,override
1601655863891,209.954,-5.152,-20.854,-0.875,-0.489,0.215,override
1601655863900,209.726,8.613,-19.634,-0.873,-0.531,0.225,override
1601655863910,210.091,26.067,-14.405,-0.907,-0.548,0.211,override
1601655863921,216.25,41.585,-6.768,-0.905,-0.557,0.133,override
1601655863931,221.601,50.976,-1.433,-0.883,-0.546,0.02,override
1601655863941,224.817,47.927,0.274,-0.873,-0.536,-0.035,override
1601655863950,228.552,34.848,-2.591,-0.861,-0.517,-0.071,override
1601655863960,230.351,17.973,-8.979,-0.816,-0.48,-0.112,override
1601655863971,226.235,5.076,-20.915,-0.803,-0.471,-0.105,override
1601655863981,221.448,1.265,-36.387,-0.869,-0.529,-0.102,override
1601655863990,218.003,11.936,-43.308,-0.985,-0.605,-0.145,override
1601655864000,211.509,35.899,-36.966,-1.085,-0.676,-0.193,override
1601655864010,204.07,60.061,-18.445,-1.143,-0.702,-0.199,override
1601655864020,208.308,73.948,3.216,-1.138,-0.665,-0.197,override
1601655864031,219.71,73.963,17.591,-1.078,-0.587,-0.312,override
1601655864039,222.5,56.829,19.024,-1.022,-0.504,-0.415,override
1601655864050,220.274,27.927,9.726,-0.982,-0.427,-0.374,override
1601655864060,218.049,-0.762,-2.47,-0.97,-0.387,-0.292,override
1601655864070,212.134,-5.686,-16.143,-0.98,-0.425,-0.218,override
1601655864079,197.561,17.668,-23.247,-1.049,-0.499,-0.195,override
1601655864089,182.515,49.512,-17.927,-1.131,-0.573,-0.225,override
1601655864099,178.521,71.875,-0.96,-1.199,-0.616,-0.263,override
1601655864110,189.482,76.509,22.287,-1.177,-0.573,-0.292,override
1601655864120,201.677,72.378,38.811,-1.075,-0.489,-0.365,override
1601655864129,201.22,67.256,42.683,-0.994,-0.412,-0.427,override
1601655864139,194.497,58.369,37.088,-0.916,-0.314,-0.444,override
1601655864149,193.72,38.399,30.32,-0.85,-0.257,-0.454,override
1601655864159,199.68,9.085,13.826,-0.823,-0.25,-0.447,override
1601655864168,204.436,-15.076,-8.079,-0.878,-0.299,-0.389,override
1601655864179,199.268,-10.595,-18.186,-0.963,-0.389,-0.326,override
1601655864189,190.945,14.924,-7.729,-1.045,-0.436,-0.3,override
1601655864199,190.03,41.662,10.457,-1.001,-0.375,-0.332,override
1601655864209,185.671,68.018,18.887,-0.916,-0.272,-0.371,override
1601655864218,179.527,86.738,18.887,-0.868,-0.218,-0.382,override
1601655864228,178.598,92.043,16.28,-0.845,-0.164,-0.451,override
1601655864239,177.561,77.942,12.195,-0.831,-0.144,-0.541,override
1601655864249,173.186,46.585,3.399,-0.818,-0.143,-0.52,override
1601655864258,173.232,10.96,-9.756,-0.803,-0.157,-0.426,override
1601655864268,178.841,-11.936,-19.954,-0.821,-0.198,-0.332,override
1601655864278,180.732,-9.588,-23.491,-0.844,-0.233,-0.28,override
1601655864288,173.003,16.463,-20.503,-0.86,-0.262,-0.268,override
1601655864299,164.04,51.159,-14.223,-0.887,-0.265,-0.312,override
1601655864307,157.424,79.329,-8.171,-0.906,-0.239,-0.448,override
1601655864318,143.567,90.366,-6.433,-0.946,-0.192,-0.596,override
1601655864328,123.369,80.274,-8.369,-0.999,-0.18,-0.636,override
1601655864338,108.201,59.253,-9.192,-1.021,-0.193,-0.596,override
1601655864347,101.616,40.549,-9.985,-1.049,-0.204,-0.57,override
1601655864357,100.107,29.512,-9.848,-1.098,-0.229,-0.585,override
1601655864367,96.28,26.936,-6.86,-1.159,-0.232,-0.606,override
1601655864378,86.448,35.625,-3.476,-1.205,-0.217,-0.621,override
1601655864388,71.585,46.829,0.732,-1.226,-0.196,-0.623,override
1601655864397,57.942,51.235,5.686,-1.206,-0.179,-0.62,override
1601655864407,48.659,48.537,8.369,-1.171,-0.152,-0.621,override
1601655864417,43.277,41.235,8.384,-1.15,-0.138,-0.618,override
1601655864428,39.131,32.881,8.201,-1.147,-0.148,-0.596,override
1601655864436,35.152,25.655,9.634,-1.131,-0.147,-0.573,override
1601655864447,30.549,19.36,10.701,-1.104,-0.135,-0.535,override
1601655864457,25.93,16.479,11.601,-1.082,-0.135,-0.478,override
1601655864467,20.655,19.497,14.04,-1.043,-0.139,-0.443,override
1601655864477,15.32,24.223,16.601,-1.005,-0.128,-0.435,override
1601655864486,9.68,27.104,16.875,-0.979,-0.117,-0.428,override
1601655864496,4.375,26.86,15.381,-0.963,-0.112,-0.415,override
1601655864507,0.595,22.851,13.171,-0.952,-0.108,-0.398,override
1601655864517,-0.945,17.027,10.884,-0.945,-0.104,-0.385,override
1601655864527,-0.351,11.524,8.155,-0.944,-0.101,-0.368,override
1601655864536,0.762,6.662,5.107,-0.949,-0.107,-0.35,override
1601655864546,2.073,0.732,2.713,-0.958,-0.107,-0.339,override
1601655864556,3.826,-5.457,0.884,-0.965,-0.112,-0.322,override
1601655864567,4.939,-8.537,-0.29,-0.972,-0.123,-0.303,override
1601655864575,4.604,-8.034,-0.686,-0.977,-0.122,-0.301,override
1601655864586,2.363,-6.723,-1.021,-0.986,-0.129,-0.292,override
1601655864596,-1.326,-5.396,-1.448,-0.994,-0.134,-0.274,override
1601655864606,-2.652,-4.71,-1.585,-0.996,-0.142,-0.263,override
1601655864617,-3.064,-5.777,-1.159,-1.008,-0.149,-0.249,override
1601655864625,-3.598,-6.662,-0.747,-1.013,-0.157,-0.238,override
1601655864636,-4.619,-6.098,0.03,-1.009,-0.161,-0.227,override
1601655864646,-5.091,-5.091,0.518,-1.002,-0.157,-0.222,override
1601655864656,-5.655,-3.155,1.021,-0.997,-0.156,-0.216,override
1601655864665,-6.997,0.976,1.082,-0.993,-0.152,-0.218,override
1601655864675,-7.668,3.765,0.884,-0.999,-0.15,-0.229,override
1601655864685,-7.317,3.277,0.655,-1.01,-0.157,-0.24,override
1601655864696,-7.881,1.143,1.159,-1.017,-0.16,-0.256,override
1601655864706,-9.177,-1.524,2.073,-1.023,-0.159,-0.254,override
1601655864715,-10.168,-3.155,3.125,-1.027,-0.161,-0.239,override
1601655864725,-10.534,-3.598,4.131,-1.027,-0.156,-0.223,override
1601655864735,-10.595,-2.317,4.512,-1.018,-0.151,-0.215,override
1601655864745,-11.006,-0.838,3.826,-1.019,-0.153,-0.209,override
1601655864754,-10.473,-0.168,3.262,-1.019,-0.158,-0.2,override
1601655864764,-7.698,-0.412,3.095,-1.021,-0.158,-0.203,override
1601655864775,-4.619,-1.494,2.378,-1.022,-0.159,-0.215,override
1601655864785,-2.637,-2.47,1.692,-1.027,-0.163,-0.221,override
1601655864795,-2.561,-2.073,1.921,-1.023,-0.167,-0.225,override
1601655864804,-3.095,-1.616,2.622,-1.016,-0.158,-0.228,override
1601655864814,-3.293,-1.311,2.652,-1.005,-0.147,-0.238,override
1601655864825,-3.689,-2.637,2.134,-0.997,-0.146,-0.242,override
1601655864835,-4.787,-4.36,1.448,-0.994,-0.145,-0.234,override
1601655864844,-5.686,-4.314,1.204,-1.001,-0.145,-0.222,override
1601655864854,-7.881,-2.149,1.555,-1.014,-0.15,-0.205,override
1601655864864,-9.299,0.107,2.546,-1.015,-0.146,-0.195,override
1601655864874,-7.561,0.61,3.14,-1.01,-0.147,-0.184,override
1601655864885,-4.421,-0.015,3.567,-1.006,-0.144,-0.19,override
1601655864893,-2.317,0.0,4.253,-1.001,-0.143,-0.204,override
1601655864904,-2.332,0.93,4.527,-0.996,-0.14,-0.215,override
1601655864914,-3.171,1.738,4.649,-0.996,-0.13,-0.22,override
1601655864924,-3.537,2.439,4.619,-0.992,-0.129,-0.229,override
1601655864933,-3.521,1.555,3.963,-0.983,-0.129,-0.232,override
1601655864943,-3.445,-0.64,3.095,-0.977,-0.125,-0.238,override
1601655864953,-3.689,-2.637,2.119,-0.976,-0.124,-0.241,override
1601655864964,-3.933,-3.369,1.22,-0.98,-0.122,-0.239,override
1601655864974,-3.887,-3.262,0.442,-0.977,-0.123,-0.236,override
1601655864983,-3.704,-3.369,-0.198,-0.98,-0.126,-0.234,override
1601655864993,-4.131,-3.308,-0.671,-0.989,-0.129,-0.225,override
1601655865003,-4.619,-2.195,-1.143,-0.99,-0.134,-0.213,override
1601655865013,-4.756,-1.326,-1.357,-0.991,-0.139,-0.213,override
1601655865022,-4.527,-1.204,-0.93,-0.991,-0.141,-0.218,override
1601655865033,-4.421,-1.479,-0.762,-0.991,-0.138,-0.226,override
1601655865043,-4.878,-1.418,-0.854,-0.993,-0.137,-0.226,override
1601655865053,-5.793,-0.518,-0.625,-0.989,-0.14,-0.225,override
1601655865063,-5.991,0.625,-0.168,-0.99,-0.137,-0.226,override
1601655865072,-4.954,0.61,0.015,-0.986,-0.133,-0.238,override
1601655865082,-2.591,-1.616,0.213,-0.992,-0.125,-0.252,override
1601655865093,0.777,-4.985,-0.168,-0.99,-0.119,-0.27,override
1601655865103,3.018,-6.402,-0.762,-0.988,-0.111,-0.291,override
1601655865112,3.399,-5.655,-1.387,-0.982,-0.103,-0.323,override
1601655865122,1.204,-4.909,-2.454,-0.976,-0.092,-0.363,override
1601655865132,-0.747,-6.25,-5.061,-0.992,-0.085,-0.421,override
1601655865142,-1.052,-11.982,-7.927,-1.021,-0.088,-0.488,override
1601655865153,-3.079,-18.933,-9.588,-1.048,-0.08,-0.541,override
1601655865161,-9.68,-23.399,-10.579,-1.064,-0.07,-0.577,override
1601655865172,-18.445,-26.113,-11.723,-1.083,-0.078,-0.597,override
1601655865182,-26.098,-28.841,-11.997,-1.107,-0.088,-0.622,override
1601655865192,-34.71,-29.832,-11.037,-1.123,-0.089,-0.639,override
1601655865201,-45.747,-28.155,-9.619,-1.129,-0.089,-0.647,override
1601655865211,-56.555,-26.631,-7.47,-1.134,-0.095,-0.646,override
1601655865221,-65.03,-26.875,-5.107,-1.127,-0.096,-0.646,override
1601655865232,-72.332,-28.262,-3.201,-1.111,-0.104,-0.648,override
1601655865242,-79.207,-29.116,-2.409,-1.095,-0.109,-0.67,override
1601655865251,-85.473,-28.796,-2.622,-1.083,-0.114,-0.714,override
1601655865261,-93.216,-29.878,-2.241,-1.062,-0.124,-0.755,override
1601655865271,-102.409,-35.198,-2.088,-1.022,-0.129,-0.774,override
1601655865282,-111.616,-44.345,-3.582,-0.982,-0.135,-0.776,override
1601655865290,-120.854,-54.04,-6.204,-0.961,-0.153,-0.763,override
1601655865301,-132.073,-57.622,-7.835,-0.949,-0.174,-0.733,override
1601655865311,-146.021,-53.262,-7.744,-0.96,-0.204,-0.688,override
1601655865321,-160.183,-44.223,-7.104,-0.987,-0.249,-0.637,override
1601655865331,-169.832,-34.771,-5.838,-1.009,-0.285,-0.619,override
1601655865340,-175.122,-29.634,-1.784,-1.01,-0.314,-0.62,override
1601655865350,-180.274,-27.043,-0.29,-0.993,-0.329,-0.635,override
1601655865361,-182.698,-24.97,-1.692,-0.975,-0.334,-0.681,override
1601655865371,-186.479,-27.988,-2.576,-0.949,-0.352,-0.736,override
1601655865381,-194.954,-34.299,-2.698,-0.914,-0.357,-0.739,override
1601655865390,-205.716,-39.832,-3.552,-0.862,-0.368,-0.718,override
1601655865400,-218.14,-42.088,-7.896,-0.84,-0.412,-0.663,override
1601655865410,-226.372,-37.759,-12.378,-0.843,-0.438,-0.646,override
1601655865421,-232.226,-34.04,-12.439,-0.818,-0.464,-0.631,override
1601655865429,-241.616,-31.768,-13.613,-0.79,-0.495,-0.58,override
1601655865440,-249.009,-30.168,-16.311,-0.776,-0.532,-0.517,override
1601655865450,-248.979,-25.991,-18.003,-0.762,-0.551,-0.482,override
1601655865460,-246.814,-17.332,-18.674,-0.734,-0.566,-0.487,override
1601655865471,-250.076,-7.424,-22.195,-0.75,-0.543,-0.512,override
1601655865479,-262.576,-2.119,-31.829,-0.753,-0.548,-0.512,override
1601655865490,-276.067,-6.829,-39.817,-0.754,-0.595,-0.471,override
1601655865500,-278.079,-18.384,-45.701,-0.766,-0.623,-0.394,override
1601655865510,-273.11,-33.003,-48.079,-0.775,-0.674,-0.329,override
1601655865519,-270.122,-46.433,-50.579,-0.78,-0.724,-0.267,override
1601655865529,-264.97,-50.625,-49.832,-0.807,-0.776,-0.212,override
1601655865539,-256.204,-43.216,-49.695,-0.804,-0.773,-0.226,override
1601655865550,-251.585,-34.588,-49.177,-0.78,-0.782,-0.238,override
1601655865560,-252.546,-26.479,-45.838,-0.795,-0.802,-0.206,override
1601655865569,-255.274,-16.037,-44.924,-0.792,-0.787,-0.215,override
1601655865579,-256.616,-12.226,-47.058,-0.765,-0.782,-0.202,override
1601655865589,-257.607,-16.204,-50.732,-0.793,-0.789,-0.203,override
1601655865599,-260.564,-32.668,-57.881,-0.799,-0.823,-0.135,override
1601655865608,-257.134,-47.348,-61.692,-0.817,-0.858,-0.035,override
1601655865618,-245.93,-53.46,-63.598,-0.836,-0.88,0.027,override
1601655865629,-232.637,-59.101,-63.933,-0.856,-0.879,0.086,override
1601655865639,-219.71,-59.192,-62.119,-0.904,-0.908,0.143,override
1601655865649,-206.616,-43.75,-60.274,-0.999,-0.895,0.122,override
1601655865658,-199.116,-22.226,-54.985,-1.031,-0.834,0.049,override
1601655865668,-202.759,-11.585,-50.107,-1.013,-0.801,0.024,override
1601655865679,-208.933,-16.006,-49.787,-1.022,-0.801,0.086,override
1601655865689,-206.28,-23.552,-51.723,-1.057,-0.81,0.194,override
1601655865698,-196.433,-29.101,-52.851,-1.088,-0.819,0.276,override
1601655865708,-186.494,-38.293,-51.57,-1.102,-0.833,0.362,override
1601655865718,-173.262,-52.485,-49.207,-1.121,-0.845,0.476,override
1601655865728,-155.183,-69.116,-47.302,-1.179,-0.872,0.601,override
1601655865739,-137.363,-81.25,-46.86,-1.212,-0.876,0.712,override
1601655865747,-122.18,-84.055,-37.713,-1.243,-0.883,0.825,override
1601655865758,-109.466,-77.332,-21.799,-1.283,-0.871,0.938,override
1601655865768,-97.546,-62.378,-3.125,-1.299,-0.885,1.01,override
1601655865778,-84.192,-42.287,15.412,-1.281,-0.884,1.039,override
1601655865787,-67.302,-26.753,35.701,-1.232,-0.83,1.009,override
1601655865797,-43.659,-15.564,51.86,-1.134,-0.75,0.934,override
1601655865807,-17.409,-10.595,61.204,-1.022,-0.661,0.832,override
1601655865818,8.582,-11.692,64.375,-0.924,-0.546,0.717,override
1601655865828,32.973,-15.046,62.409,-0.841,-0.459,0.621,override
1601655865837,52.698,-16.326,57.027,-0.783,-0.401,0.549,override
1601655865847,67.256,-12.18,49.314,-0.744,-0.355,0.491,override
1601655865857,78.186,-6.357,40.198,-0.72,-0.336,0.419,override
1601655865867,88.887,-4.207,31.006,-0.731,-0.331,0.364,override
1601655865876,99.436,-3.674,18.689,-0.76,-0.366,0.328,override
1601655865887,109.04,-4.588,9.024,-0.802,-0.401,0.321,override
1601655865897,122.637,-5.96,5.168,-0.841,-0.424,0.318,override
1601655865907,138.567,-3.369,2.317,-0.865,-0.44,0.292,override
1601655865917,150.061,5.503,2.302,-0.868,-0.432,0.251,override
1601655865926,155.869,19.39,6.768,-0.896,-0.433,0.199,override
1601655865936,158.948,34.024,6.86,-0.92,-0.454,0.143,override
1601655865947,161.418,38.506,8.826,-0.955,-0.453,0.077,override
1601655865957,162.104,31.738,9.253,-0.964,-0.45,0.031,override
1601655865966,160.076,16.448,7.043,-0.938,-0.42,0.017,override
1601655865976,161.936,-3.384,3.384,-0.912,-0.412,0.053,override
1601655865986,165.152,-21.037,-5.899,-0.901,-0.422,0.12,override
1601655865996,173.659,-31.631,-13.796,-0.934,-0.454,0.201,override
1601655866007,185.93,-30.168,-15.716,-0.98,-0.514,0.261,override
1601655866015,192.942,-7.805,-10.427,-1.031,-0.575,0.264,override
1601655866026,192.287,29.832,0.762,-1.065,-0.581,0.179,override
1601655866036,187.271,63.186,12.774,-1.077,-0.58,0.052,override
1601655866046,178.598,81.707,20.168,-1.063,-0.552,-0.076,override
1601655866055,169.924,82.195,23.171,-1.03,-0.466,-0.183,override
1601655866065,166.021,65.03,25.701,-0.99,-0.41,-0.262,override
1601655866075,163.445,33.14,16.25,-0.923,-0.379,-0.241,override
1601655866086,164.268,-2.652,-0.213,-0.88,-0.376,-0.155,override
1601655866096,170.61,-34.466,-13.796,-0.878,-0.414,-0.03,override
1601655866105,186.28,-54.787,-20.671,-0.918,-0.498,0.137,override
1601655866115,205.884,-47.713,-16.662,-0.957,-0.549,0.246,override
1601655866125,219.223,-9.863,-6.28,-0.949,-0.558,0.227,override
1601655866136,220.442,39.619,6.128,-0.922,-0.55,0.11,override
1601655866144,212.119,78.826,18.46,-0.891,-0.527,-0.036,override
1601655866155,201.296,95.137,29.055,-0.853,-0.461,-0.176,override
1601655866165,194.345,89.131,30.335,-0.83,-0.39,-0.262,override
1601655866175,192.149,65.945,18.765,-0.826,-0.377,-0.293,override
1601655866185,194.131,33.521,5.488,-0.851,-0.384,-0.265,override
1601655866194,203.674,-4.512,-6.265,-0.85,-0.39,-0.214,override
1601655866204,218.826,-42.149,-15.61,-0.846,-0.405,-0.136,override
1601655866215,233.186,-60.152,-22.256,-0.872,-0.459,-0.04,override
1601655866225,234.665,-39.787,-20.884,-0.907,-0.5,0.006,override
1601655866235,218.506,11.768,-11.738,-0.925,-0.505,-0.006,override
1601655866244,197.561,64.771,0.229,-0.943,-0.492,-0.042,override
1601655866254,182.454,100.488,9.878,-0.944,-0.463,-0.135,override
1601655866264,173.582,112.774,15.838,-0.933,-0.396,-0.24,override
1601655866275,170.854,102.912,15.305,-0.904,-0.337,-0.3,override
1601655866283,172.439,77.149,8.034,-0.869,-0.315,-0.295,override
1601655866294,181.57,45.747,-0.274,-0.87,-0.334,-0.264,override
1601655866304,198.643,15.564,-9.482,-0.897,-0.381,-0.278,override
1601655866314,217.165,-8.689,-14.39,-0.946,-0.402,-0.312,override
1601655866325,226.021,-18.765,-14.649,-0.975,-0.396,-0.333,override
1601655866333,217.485,-8.75,-11.037,-0.986,-0.379,-0.317,override
1601655866344,196.204,21.021,-5.381,-0.969,-0.347,-0.33,override
1601655866354,172.637,53.018,-0.762,-0.961,-0.311,-0.361,override
1601655866364,154.36,70.671,1.585,-0.95,-0.276,-0.404,override
1601655866373,143.918,69.954,0.915,-0.945,-0.248,-0.425,override
1601655866383,140.183,54.619,-3.841,-0.938,-0.241,-0.427,override
1601655866393,143.064,31.966,-10.823,-0.951,-0.255,-0.41,override
1601655866404,151.448,8.079,-17.988,-0.972,-0.267,-0.403,override
1601655866414,158.216,-15.396,-22.774,-0.994,-0.274,-0.381,override
1601655866423,156.357,-22.058,-23.75,-1.007,-0.281,-0.333,override
1601655866433,143.994,-3.537,-22.881,-1.016,-0.277,-0.315,override
1601655866443,125.259,27.927,-19.924,-1.029,-0.253,-0.335,override
1601655866453,105.122,57.134,-14.878,-1.053,-0.234,-0.369,override
1601655866462,85.93,73.78,-9.741,-1.054,-0.218,-0.396,override
1601655866472,71.662,75.716,-6.524,-1.032,-0.189,-0.403,override
1601655866483,66.296,66.311,-7.409,-1.027,-0.184,-0.398,override
1601655866493,68.216,51.113,-11.143,-1.053,-0.212,-0.395,override
1601655866503,72.226,33.338,-14.238,-1.072,-0.22,-0.388,override
1601655866512,74.832,16.951,-14.817,-1.077,-0.215,-0.378,override
1601655866522,75.152,5.976,-15.381,-1.079,-0.207,-0.348,override
1601655866533,70.412,7.317,-15.915,-1.084,-0.209,-0.326,override
1601655866543,61.616,16.357,-15.412,-1.087,-0.205,-0.324,override
1601655866552,51.143,26.753,-13.399,-1.091,-0.205,-0.312,override
1601655866562,40.366,39.04,-9.726,-1.096,-0.206,-0.318,override
1601655866572,31.966,47.165,-6.494,-1.111,-0.208,-0.339,override
1601655866582,25.793,47.744,-4.543,-1.125,-0.211,-0.344,override
1601655866593,22.363,41.311,-4.466,-1.135,-0.214,-0.333,override
1601655866601,21.677,30.579,-4.482,-1.151,-0.229,-0.306,override
1601655866612,23.476,20.03,-3.476,-1.151,-0.236,-0.285,override
1601655866622,25.777,15.351,-1.799,-1.142,-0.234,-0.27,override
